Date,Generated,Efficiency,System Name,Location,System Size (kW)
12/5/2023,18.319kWh,0.36638,Wray Farms,United Kingdom,50
12/4/2023,6.448kWh,0.12896,Wray Farms,United Kingdom,50
12/3/2023,8.263kWh,0.16526,Wray Farms,United Kingdom,50
12/2/2023,17.767kWh,0.35534,Wray Farms,United Kingdom,50
12/1/2023,52.348kWh,1.04696,Wray Farms,United Kingdom,50
11/30/2023,69.892kWh,1.39784,Wray Farms,United Kingdom,50
11/29/2023,74.661kWh,1.49322,Wray Farms,United Kingdom,50
11/28/2023,81.693kWh,1.63386,Wray Farms,United Kingdom,50
11/27/2023,7.831kWh,0.15662,Wray Farms,United Kingdom,50
11/26/2023,23.252kWh,0.46504,Wray Farms,United Kingdom,50
11/25/2023,88.496kWh,1.76992,Wray Farms,United Kingdom,50
11/24/2023,75.511kWh,1.51022,Wray Farms,United Kingdom,50
11/23/2023,49.664kWh,0.99328,Wray Farms,United Kingdom,50
11/22/2023,19.884kWh,0.39768,Wray Farms,United Kingdom,50
11/21/2023,24.325kWh,0.4865,Wray Farms,United Kingdom,50
11/20/2023,63.177kWh,1.26354,Wray Farms,United Kingdom,50
11/19/2023,36.017kWh,0.72034,Wray Farms,United Kingdom,50
11/18/2023,16.080kWh,0.3216,Wray Farms,United Kingdom,50
11/17/2023,84.958kWh,1.69916,Wray Farms,United Kingdom,50
11/16/2023,12.466kWh,0.24932,Wray Farms,United Kingdom,50
11/15/2023,81.540kWh,1.6308,Wray Farms,United Kingdom,50
11/14/2023,31.047kWh,0.62094,Wray Farms,United Kingdom,50
11/13/2023,82.961kWh,1.65922,Wray Farms,United Kingdom,50
11/12/2023,26.026kWh,0.52052,Wray Farms,United Kingdom,50
11/11/2023,106.994kWh,2.13988,Wray Farms,United Kingdom,50
11/10/2023,80.035kWh,1.6007,Wray Farms,United Kingdom,50
11/9/2023,83.688kWh,1.67376,Wray Farms,United Kingdom,50
11/8/2023,19.745kWh,0.3949,Wray Farms,United Kingdom,50
11/7/2023,81.586kWh,1.63172,Wray Farms,United Kingdom,50
11/6/2023,97.849kWh,1.95698,Wray Farms,United Kingdom,50
11/5/2023,80.812kWh,1.61624,Wray Farms,United Kingdom,50
11/4/2023,18.954kWh,0.37908,Wray Farms,United Kingdom,50
11/3/2023,87.143kWh,1.74286,Wray Farms,United Kingdom,50
11/2/2023,45.145kWh,0.9029,Wray Farms,United Kingdom,50
11/1/2023,57.169kWh,1.14338,Wray Farms,United Kingdom,50
10/31/2023,22.727,0.45454,Wray Farms,United Kingdom,50
10/30/2023,81.167,1.62334,Wray Farms,United Kingdom,50
10/29/2023,85.501,1.71002,Wray Farms,United Kingdom,50
10/28/2023,48.429,0.96858,Wray Farms,United Kingdom,50
10/27/2023,27.799,0.55598,Wray Farms,United Kingdom,50
10/26/2023,33.157,0.66314,Wray Farms,United Kingdom,50
10/25/2023,64.144,1.28288,Wray Farms,United Kingdom,50
10/24/2023,29.394,0.58788,Wray Farms,United Kingdom,50
10/23/2023,70.779,1.41558,Wray Farms,United Kingdom,50
10/22/2023,114.645,2.2929,Wray Farms,United Kingdom,50
10/21/2023,44.935,0.8987,Wray Farms,United Kingdom,50
10/20/2023,7.098,0.14196,Wray Farms,United Kingdom,50
10/19/2023,54.443,1.08886,Wray Farms,United Kingdom,50
10/18/2023,75.087,1.50174,Wray Farms,United Kingdom,50
