Date,Generated,Efficiency,System Name,Location,System Size (kW)
10/17/2024,66.734kWh,0.727kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/16/2024,92.842kWh,1.011kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/15/2024,169.468kWh,1.846kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/14/2024,88.995kWh,0.969kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/13/2024,131.807kWh,1.436kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/12/2024,191.407kWh,2.085kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/11/2024,152.988kWh,1.667kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/10/2024,84.678kWh,0.922kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/9/2024,200.379kWh,2.183kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/8/2024,123.610kWh,1.347kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/7/2024,231.122kWh,2.518kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/6/2024,215.397kWh,2.346kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/5/2024,125.591kWh,1.368kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/4/2024,67.062kWh,0.731kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/3/2024,31.788kWh,0.346kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/2/2024,29.996kWh,0.327kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
10/1/2024,224.000kWh,2.440kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/30/2024,287.980kWh,3.137kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/29/2024,257.196kWh,2.802kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/28/2024,57.833kWh,0.630kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/27/2024,91.520kWh,0.997kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/26/2024,222.227kWh,2.421kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/25/2024,236.824kWh,2.580kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/24/2024,214.667kWh,2.338kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/23/2024,287.729kWh,3.134kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/22/2024,283.428kWh,3.087kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/21/2024,258.569kWh,2.817kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/20/2024,270.481kWh,2.946kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/19/2024,226.785kWh,2.470kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/18/2024,243.047kWh,2.648kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/17/2024,85.667kWh,0.933kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/16/2024,106.320kWh,1.158kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/15/2024,174.171kWh,1.897kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/14/2024,49.223kWh,0.536kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/13/2024,115.913kWh,1.263kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/12/2024,10.414,0.113442266,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/11/2024,326.319,3.554673203,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/10/2024,301.382,3.283028322,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/9/2024,108.328,1.180043573,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/8/2024,272.733,2.970947712,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/7/2024,321.383,3.500904139,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/6/2024,172.335,1.877287582,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/5/2024,173.208,1.886797386,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/4/2024,349.825,3.810729847,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/3/2024,341.257,3.717396514,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/2/2024,330.407,3.599204793,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
9/1/2024,317.578,3.459455338,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/31/2024,340.525,3.709422658,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/30/2024,361.076,3.93328976,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/29/2024,323.268,3.521437908,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
